Product,Price,Link,Rating,Brand,Age Range,Ingredients,Sales
"Amazon Brand – Wag Small Breed Dry Dog Food, Chicken and Brown Rice, 5 lb Bag",$14.26,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjIwMDA3MjM2NzQ4NzQ0MTo6MDo6&url=%2FWag-Chicken-Rice-Small-Breed%2Fdp%2FB08QF9RZQD%2Fref%3Dsr_1_17_ffob_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.4 out of 5 stars,WAG,Adult,"Chicken, chicken meal (a source of glucosamine), brown rice, oatmeal, cracked pearled barley, rice bran, egg product dried yeast, chicken fat (preserved with mixed tocopherols), dried beet pulp, natural flavor, flaxseed, salmon oil (a source of DHA), blueberries, raspberries, tomatoes, salt, potassium chloride, DL-Methionine, ginger, choline chloride, taurine, dried chicory root, yucca schidigera extract, dried Lactobacillus plantarum fermentation product, dried Bacillus subtilis fermentation product, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, dried Bifidobacterium animalis fermentation product, vitamin E supplement, iron proteinate, zinc proteinate, copper proteinate, ferrous sulfate, zinc sulfate, copper sulfate, potassium iodide, thiamine mononitrate, manganese proteinate, manganous oxide, ascorbic acid (preservative), vitamin A supplement, biotin, niacin, calcium pantothenate, manganese sulfate, sodium selenite, pyridoxine hydrochloride, vitamin B12 supplement, riboflavin, vitamin D3 supplement, folic acid. *This food is made in a facility that handles ingredients not included in this recipe. Trace amounts of other substances from air, water, soil, or the food supply chain may be present.",1K+ bought in past month
"Blue Buffalo Life Protection Formula Adult Dry Dog Food, Helps Build and Maintain Strong Muscles, Made with Natural Ingredients, Lamb & Brown Rice Recipe, 30-lb. Bag",$69.90,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjIwMDA1NTI3NjkwNzY0MTo6MDo6&url=%2FBlue-Buffalo-Protection-Formula-Adult%2Fdp%2FB000XZBXP8%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.6 out of 5 stars,Blue Buffalo,Adult,,4K+ bought in past month
"Instinct Raw Boost Mixers Freeze Dried Dog Food Toppers for Dry Food, Grain Free Dog Food Toppers with Pollock for Dogs, 5 oz",$6.85,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjMwMDQ1NzcxMTM1ODYwMjo6MDo6&url=%2FInstinct-Boost-Mixers-Freeze-Dried-Topper%2Fdp%2FB0CSLRJJ3J%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.7 out of 5 stars,Instinct,All Life Stages,"Pollock, Pumpkin Seeds, Carrots, Apples, Butternut Squash, Ground Flaxseed, Marine Microalgae Oil, Montmorillonite Clay, Dried Kelp, Yeast Culture, Blueberries, Broccoli, Apple Cider Vinegar, Dried Chicory Root, Mixed Tocopherols (for freshness), Rosemary Extract.",300+ bought in past month
"Blue Buffalo Life Protection Formula Adult Small Breed Dry Dog Food, Supports High Energy Needs, Made with Natural Ingredients, Chicken & Brown Rice Recipe, 15-lb Bag",$41.98,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjMwMDA0MDkxMDY1NDMwMjo6MDo6&url=%2FBlue-Buffalo-Protection-Formula-Natural%2Fdp%2FB003O7ZON4%2Fref%3Dsr_1_20_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26sr%3D8-20-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.7 out of 5 stars,Blue Buffalo,Adult,,10K+ bought in past month
"IAMS Proactive Health Minichunks Adult Dry Dog Food with Real Chicken, 30 lb. Bag",$46.98,https://www.amazon.com/Iams-Proactive-Health-Minichunks-Chicken/dp/B00BD741WM/ref=sr_1_21?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-21,4.7 out of 5 stars,Iams Dry Dog Food,Adult,"INGREDIENTS: Chicken, Ground Whole Grain Corn, Ground Whole Grain Sorghum, Chicken By-Product Meal, Dried Plain Beet Pulp, Natural Flavor, Flaxseed, Dried Egg Product, Chicken Fat (Preserved with Mixed Tocopherols), Caramel Color, Vitamins (Vitamin E Supplement, Ascorbic Acid, Calcium Pantothenate, Biotin, Thiamine Mononitrate (source of Vitamin B1), Vitamin B12 Supplement, Vitamin A Supplement, Niacin, Riboflavin Supplement (source of Vitamin B2), Pyridoxine Hydrochloride (source of Vitamin B6), Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Oxide, Sodium Selenite, Manganese Sulfate, Manganous Oxide, Potassium Iodide), Potassium Chloride, Carrot, Choline Chloride, Fructooligosaccharides, Calcium Carbonate, Mixed Tocopherols (Preservative), Rosemary Extract",20K+ bought in past month
Purina Friskies Pate Wet Cat Food Variety Pack Seafood and Chicken Pate Favorites 40ct VP - (Pack of 40) 5.5 oz. Cans,$30.48,https://www.amazon.com/Purina-Friskies-Seafood-Chicken-Variety/dp/B0777NRJ2N/ref=sr_1_22?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-22,4.6 out of 5 stars,Friskies,All Life Stages,"Meaty Bits Gourmet Grill in Gravy: Water Sufficient for Processing, Poultry, Liver, Wheat Gluten, Meat By-Products, Soy Flour, Corn Starch-Modified, Artificial and Natural Flavors, Calcium Phosphate, Added Color, Potassium Chloride, Taurine, Salt, Choline Chloride, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D Supplement, Potassium Iodide. D-6101.Meaty Bits Chicken Dinner in Gravy: Water Sufficient for Processing, Chicken, Liver, Meat By-Products, Wheat Gluten, Turkey, Soy Flour, Corn Starch-Modified, Artificial and Natural Flavors, Calcium Phosphate, Potassium Chloride, Taurine, Added Color, Salt, Choline Chloride, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Copper Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide. C-6100.Meaty Bits with Beef in Gravy: Water Sufficient for Processing, Meat By-Products, Beef, Wheat Gluten, Chicken, Turkey, Fish, Soy Flour, Corn Starch-Modified, Artificial and Natural Flavors, Added Color, Calcium Phosphate, Potassium Chloride, Taurine, Salt, Choline Chloride, Zinc Sulfate, Thiamine Mononitrate, Vitamin E Supplement, Ferrous Sulfate, Niacin, Copper Sulfate, Manganese Sulfate, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide. C-6102.",30K+ bought in past month
"Hill's Science Diet Adult 1-6 Premium Nutrition Dry Dog Food, Chicken & Barley, 35 lb Bag (Pack of 1)",$78.98,https://www.amazon.com/Science-Diet-Advanced-Fitness-Chicken/dp/B06WRWTNBQ/ref=sr_1_23?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-23,4.8 out of 5 stars,Hill's,Adult 1-6,"Chicken, Whole Grain Wheat, Cracked Pearled Barley, Whole Grain Sorghum, Whole Grain Corn, Corn Gluten Meal, Chicken Meal, Chicken Fat, Chicken Liver Flavor, Dried Beet Pulp, Soybean Oil, Pork Flavor, Lactic Acid, Flaxseed, Potassium Chloride, Choline Chloride, Iodized Salt, Calcium Carbonate, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Oat Fiber, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene, Apples, Broccoli, Carrots, Cranberries, Green Peas.",8K+ bought in past month
"CESAR Adult Wet Dog Food Classic Loaf in Sauce Poultry Variety Pack,. Easy Peel Trays with Real Chicken, Turkey or Duck, 3.5 Ounce (Pack of 24)",$19.59,https://www.amazon.com/Wet-Dog-Food-Classic-Poultry/dp/B00M0FHCN6/ref=sr_1_24?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-24,4.7 out of 5 stars,Cesar Wet Dog Food,Adult,"Duck: Duck, Chicken Liver, Beef Lung, Chicken Broth, Water, Pork By-Products, Chicken Heart, Calcium Carbonate, Sodium Tripolyphosphate, Carrageenan, Potassium Chloride, Xanthan Gum, Magnesium Proteinate, Dried Yam, Added Color, DL-Methionine, Salt, Erythorbic Acid (Preservative), Natural Flavor, Guar Gum, Zinc Sulfate, Vitamin E Supplement, Monocalcium Phosphate, Sodium Nitrite (For Color Retention), Copper Sulfate, Thiamine Mononitrate (Vitamin B1), D-Calcium Pantothenate, Vitamin D3 Supplement, Potassium Iodide Grilled Chicken: Chicken, Chicken Liver, Beef Lung, Chicken Broth, Water, Pork By-Products, Chicken Heart, Calcium Carbonate, Sodium Tripolyphosphate, Carrageenan, Potassium Chloride, Xanthan Gum, Magnesium Proteinate, Dried Yam, DL-Methionine, Salt, Erythorbic Acid (Preservative), Grilled Chicken Flavor, Guar Gum, Natural Flavor, Zinc Sulfate, Vitamin E Supplement, Monocalcium Phosphate, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Sodium Nitrite (For Color Retention), D-Calcium Pantothenate, Vitamin D3 Supplement, Potassium Iodide Oven Roasted Chicken: Chicken, Chicken Liver, Beef Lung, Chicken Broth, Water, Pork By-Products, Chicken Heart, Calcium Carbonate, Sodium Tripolyphosphate, Carrageenan, Potassium Chloride, Xanthan Gum, Magnesium Proteinate, Dried Yam, DL-Methionine, Salt, Erythorbic Acid (Preservative), Oven Roasted Chicken Flavor, Guar Gum, Natural Flavor, Zinc Sulfate, Vitamin E Supplement, Monocalcium Phosphate, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Sodium Nitrite (For Color Retention), D-Calcium Pantothenate, Vitamin D3 Supplement, Potassium Iodide Turkey: Turkey, Chicken Liver, Beef Lung, Chicken Broth, Water, Pork By-Products, Chicken Heart, Calcium Carbonate, Sodium Tripolyphosphate, Carrageenan, Potassium Chloride, Xanthan Gum, Magnesium Proteinate, Dried Yam, DL-Methionine, Salt, Erythorbic Acid (Preservative), Turkey Flavor, Guar Gum, Natural Flavor, Zinc Sulfate, Vitamin E Supplement, Monocalcium Phosphate, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Sodium Nitrite (For Color Retention), D-Calcium Pantothenate, Vitamin D3 Supplement, Potassium Iodide",10K+ bought in past month
"Purina Pro Plan High Protein Dog Food With Probiotics for Dogs, Shredded Blend Salmon & Rice Formula - 33 lb. Bag",$55.58,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjMwMDIwNTI2ODA0OTEwMjo6MDo6&url=%2FPurina-Pro-Plan-Shredded-Formula%2Fdp%2FB00HHN05QW%2Fref%3Dsr_1_25_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26sr%3D8-25-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.7 out of 5 stars,Purina Pro Plan,Adult,"Salmon, Rice, Whole Grain Wheat, Poultry By-product Meal (Source Of Glucosamine), Soybean Meal, Beef Fat Preserved With Mixed-tocopherols, Corn Gluten Meal, Barley, Oat Meal, Dried Egg Product, Fish Meal (Source Of Glucosamine), Dried Beet Pulp, Natural Flavor, Glycerin, Wheat Bran, Calcium Carbonate, Soybean Oil, Salt, Mono And Dicalcium Phosphate, Potassium Chloride, Minerals [Zinc Proteinate, Manganese Proteinate, Ferrous Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, L-lysine Monohydrochloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. D449219",8K+ bought in past month
"Blue Buffalo True Solutions Small & Mighty Natural Dry Food for Adult Small Breed Dogs, Chicken, 11-lb Bag",$39.98,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjMwMDI2MjU1NzQ0MzAwMjo6MDo6&url=%2FBlue-Buffalo-Solutions-Natural-Chicken%2Fdp%2FB08T5SV8T8%2Fref%3Dsr_1_26_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26sr%3D8-26-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5 out of 5 stars,Blue Buffalo,Adult,"Deboned Chicken, Chicken Meal, Barley, Oatmeal, Brown Rice, Salmon Meal, Chicken Fat (preserved with Mixed Tocopherols), Flaxseed (source of Omega 6 Fatty Acids), Dried Plain Beet Pulp, Natural Flavor, Fish Oil (source of Omega 3 Fatty Acids), Potassium Chloride, Salt, Direct Dehydrated Alfalfa Pellets, Dried Tomato Pomace, Hydrolyzed yeast, Fructooligosaccharides, Choline Chloride, Alfalfa Nutrient Concentrate, Calcium Carbonate, Yeast Culture, Dicalcium Phosphate, L-Threonine, Vitamin E Supplement, DL-Methionine, Taurine, L-Tryptophan, L-Carnitine, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Garlic, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice for color, Ferrous Sulfate, Iron Amino Acid Chelate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), Copper Sulfate, Biotin (Vitamin B7), L-Lysine, Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Folic Acid (Vitamin B9), Sodium Selenite, Oil of Rosemary",700+ bought in past month
"Natures Logic NL00159 Grain-Free Turkey Feast Wet Dog Food, One Size",$46.49,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjMwMDQ2NTEzMTc5MTYwMjo6MDo6&url=%2FNatureS-Logic-Canine-Turkey-13-2Oz%2Fdp%2FB01M5DMCJ2%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26rdc%3D1%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.4 out of 5 stars,NATURE'S LOGIC,Adult,"Turkey, Turkey Broth, Turkey Liver, Dried Egg Product, Porcine Plasma, Montmorillonite Clay, Herring Oil (Preserved With Mixed Tocopherols), Brewers Dried Yeast, Dried Apple, Dried Apricot, Alfalfa Meal, Dried Artichoke, Dried Blueberry, Dried Broccoli, Dried Carrot, Dried Chicory Root, Dried Cranberry, Dried Kelp, Dried Parsley, Dried Pumpkin, Dried Rosemary, Dried Spinach, Dried Tomato, Rosemary Extract",50+ bought in past month
"Pup-Peroni Dog Treats, Triple Meat Lovers Flavor, 22.5 Ounce, Bacon, Sausage and Pepperoni",$11.48,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzEzNTE4MTcwNTc2ODI4OjE3MzMwMzA3OTU6c3BfbXRmOjIwMDA1NDUxOTAzNDQ5ODo6MDo6&url=%2FPup-Peroni-Original-Triple-Lovers-Flavor%2Fdp%2FB097S8W588%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733030795%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.8 out of 5 stars,Pup-Peroni,All Life Stages,"Beef, Meat By-products, Soy Grits, Sugar, Liver, Bacon, Salt, Propylene Glycol, Garlic Powder, Potassium Sorbate (used As A Preservative), Sausage, Pepperoni, Caramel Color, Added Color, Natural Smoke Flavor, Onion Extract, Bha (used As A Preservative)",900+ bought in past month
